Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total;PRJ.ATT.25UP.NED.MF;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.25UP.4.FE;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.25UP.4.MA;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.25UP.4.MF;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female;PRJ.ATT.25UP.1.FE;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male;PRJ.ATT.25UP.1.MA;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Total;PRJ.ATT.25UP.1.MF;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.25UP.3.FE;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.25UP.3.MA;0.96
Wittgenstein Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.25UP.3.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female;PRJ.ATT.2529.S1.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male;PRJ.ATT.2529.S1.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Total;PRJ.ATT.2529.S1.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Female;PRJ.ATT.2529.2.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male;PRJ.ATT.2529.2.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Total;PRJ.ATT.2529.2.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female;PRJ.ATT.2529.NED.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Male;PRJ.ATT.2529.NED.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Total;PRJ.ATT.2529.NED.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.2529.4.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.2529.4.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.2529.4.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Female;PRJ.ATT.2529.1.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male;PRJ.ATT.2529.1.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total;PRJ.ATT.2529.1.MF;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.2529.3.FE;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.2529.3.MA;0.96
Wittgenstein Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.2529.3.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female;PRJ.ATT.4064.S1.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male;PRJ.ATT.4064.S1.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total;PRJ.ATT.4064.S1.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female;PRJ.ATT.4064.2.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male;PRJ.ATT.4064.2.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total;PRJ.ATT.4064.2.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female;PRJ.ATT.4064.NED.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male;PRJ.ATT.4064.NED.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total;PRJ.ATT.4064.NED.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.4064.4.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.4064.4.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.4064.4.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female;PRJ.ATT.4064.1.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male;PRJ.ATT.4064.1.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total;PRJ.ATT.4064.1.MF;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.4064.3.FE;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.4064.3.MA;0.96
Wittgenstein Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.4064.3.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Female;PRJ.ATT.60UP.S1.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Male;PRJ.ATT.60UP.S1.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Incomplete Primary. Total;PRJ.ATT.60UP.S1.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Female;PRJ.ATT.60UP.2.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Male;PRJ.ATT.60UP.2.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Lower Secondary. Total;PRJ.ATT.60UP.2.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Female;PRJ.ATT.60UP.NED.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Male;PRJ.ATT.60UP.NED.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. No Education. Total;PRJ.ATT.60UP.NED.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.60UP.4.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.60UP.4.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.60UP.4.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female;PRJ.ATT.60UP.1.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male;PRJ.ATT.60UP.1.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Total;PRJ.ATT.60UP.1.MF;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.60UP.3.FE;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.60UP.3.MA;0.96
Wittgenstein Projection: Percentage of the population age 60+ by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.60UP.3.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Female;PRJ.ATT.80UP.S1.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Male;PRJ.ATT.80UP.S1.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Incomplete Primary. Total;PRJ.ATT.80UP.S1.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Female;PRJ.ATT.80UP.2.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Male;PRJ.ATT.80UP.2.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Lower Secondary. Total;PRJ.ATT.80UP.2.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Female;PRJ.ATT.80UP.NED.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Male;PRJ.ATT.80UP.NED.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. No Education. Total;PRJ.ATT.80UP.NED.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.80UP.4.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.80UP.4.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.80UP.4.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Female;PRJ.ATT.80UP.1.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Male;PRJ.ATT.80UP.1.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Primary. Total;PRJ.ATT.80UP.1.MF;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.80UP.3.FE;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.80UP.3.MA;0.96
Wittgenstein Projection: Percentage of the population age 80+ by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.80UP.3.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Female;PRJ.ATT.ALL.S1.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Male;PRJ.ATT.ALL.S1.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Incomplete Primary. Total;PRJ.ATT.ALL.S1.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Female;PRJ.ATT.ALL.2.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Male;PRJ.ATT.ALL.2.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Lower Secondary. Total;PRJ.ATT.ALL.2.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Female;PRJ.ATT.ALL.NED.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Male;PRJ.ATT.ALL.NED.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. No Education. Total;PRJ.ATT.ALL.NED.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Female;PRJ.ATT.ALL.4.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Male;PRJ.ATT.ALL.4.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Post Secondary. Total;PRJ.ATT.ALL.4.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Female;PRJ.ATT.ALL.1.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Male;PRJ.ATT.ALL.1.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Primary. Total;PRJ.ATT.ALL.1.MF;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Female;PRJ.ATT.ALL.3.FE;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Male;PRJ.ATT.ALL.3.MA;0.96
Wittgenstein Projection: Percentage of the total population by highest level of educational attainment. Upper Secondary. Total;PRJ.ATT.ALL.3.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Female;PRJ.POP.1519.S1.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Male;PRJ.POP.1519.S1.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Incomplete Primary. Total;PRJ.POP.1519.S1.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Female;PRJ.POP.1519.2.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Male;PRJ.POP.1519.2.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Lower Secondary. Total;PRJ.POP.1519.2.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Female;PRJ.POP.1519.NED.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Male;PRJ.POP.1519.NED.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. No Education. Total;PRJ.POP.1519.NED.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Female;PRJ.POP.1519.4.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Male;PRJ.POP.1519.4.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Post Secondary. Total;PRJ.POP.1519.4.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Female;PRJ.POP.1519.1.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Male;PRJ.POP.1519.1.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Primary. Total;PRJ.POP.1519.1.MF;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Female;PRJ.POP.1519.3.FE;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Male;PRJ.POP.1519.3.MA;0.96
Wittgenstein Projection: Population age 15-19 in thousands by highest level of educational attainment. Upper Secondary. Total;PRJ.POP.1519.3.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Female;PRJ.POP.2024.S1.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Male;PRJ.POP.2024.S1.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Incomplete Primary. Total;PRJ.POP.2024.S1.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Female;PRJ.POP.2024.2.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Male;PRJ.POP.2024.2.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Lower Secondary. Total;PRJ.POP.2024.2.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Female;PRJ.POP.2024.NED.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Male;PRJ.POP.2024.NED.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. No Education. Total;PRJ.POP.2024.NED.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Female;PRJ.POP.2024.4.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Male;PRJ.POP.2024.4.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Post Secondary. Total;PRJ.POP.2024.4.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Female;PRJ.POP.2024.1.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Male;PRJ.POP.2024.1.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Primary. Total;PRJ.POP.2024.1.MF;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Female;PRJ.POP.2024.3.FE;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Male;PRJ.POP.2024.3.MA;0.96
Wittgenstein Projection: Population age 20-24 in thousands by highest level of educational attainment. Upper Secondary. Total;PRJ.POP.2024.3.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Female;PRJ.POP.2529.S1.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Male;PRJ.POP.2529.S1.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Incomplete Primary. Total;PRJ.POP.2529.S1.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Female;PRJ.POP.2529.2.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Male;PRJ.POP.2529.2.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Lower Secondary. Total;PRJ.POP.2529.2.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Female;PRJ.POP.2529.NED.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Male;PRJ.POP.2529.NED.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. No Education. Total;PRJ.POP.2529.NED.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Female;PRJ.POP.2529.4.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Male;PRJ.POP.2529.4.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Post Secondary. Total;PRJ.POP.2529.4.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Primary. Female;PRJ.POP.2529.1.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Primary. Male;PRJ.POP.2529.1.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Primary. Total;PRJ.POP.2529.1.MF;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Female;PRJ.POP.2529.3.FE;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Male;PRJ.POP.2529.3.MA;0.96
Wittgenstein Projection: Population age 25-29 in thousands by highest level of educational attainment. Upper Secondary. Total;PRJ.POP.2529.3.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Female;PRJ.POP.ALL.S1.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Male;PRJ.POP.ALL.S1.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Incomplete Primary. Total;PRJ.POP.ALL.S1.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Female;PRJ.POP.ALL.2.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Male;PRJ.POP.ALL.2.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Lower Secondary. Total;PRJ.POP.ALL.2.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. No Education. Female;PRJ.POP.ALL.NED.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. No Education. Male;PRJ.POP.ALL.NED.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. No Education. Total;PRJ.POP.ALL.NED.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Female;PRJ.POP.ALL.4.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Male;PRJ.POP.ALL.4.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Post Secondary. Total;PRJ.POP.ALL.4.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Female;PRJ.POP.ALL.1.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Male;PRJ.POP.ALL.1.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Primary. Total;PRJ.POP.ALL.1.MF;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Female;PRJ.POP.ALL.3.FE;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Male;PRJ.POP.ALL.3.MA;0.96
Wittgenstein Projection: Population in thousands by highest level of educational attainment. Upper Secondary. Total;PRJ.POP.ALL.3.MF;0.96
