AIDS,PIB,Usuários Internet,Crescimento Populacional,Desemprego,Investimentos Educação,Analfabetismo 15 e 24,Analfabetismo 25 e 64,Qtd Professores EF,Crianças Fora Escola,Qtd Alunos por professor,Qtd Alunos EF
0.0,6622541528.57,8.37,1.48,14.5,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
0.0,7516834160.25,9.0,1.44,14.0,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
0.0,7890216507.69,9.8,1.41,14.1,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
0.0,8452509315.88,10.6,1.38,13.9,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
0.0,8776360623.3,11.4,1.34,14.0,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
0.0,8724656126.5,12.2,1.3,14.1,3.19,5318.0,48469.75,4079.0,14.97,23.16,85.03
1.0,15839344591.98,11.09,1.97,4.8,3.19,78306.0,461142.37,4079.0,3.94,23.16,96.06
0.0,17710315006.0,15.9,1.9,4.4,3.19,67176.0,458898.29,4079.0,2.49,23.16,97.51
1.0,18528506894.06,18.12,1.83,3.9,3.19,84031.0,466749.55,4079.0,2.67,23.16,97.33
1.0,18496438641.48,17.8,1.77,3.9,5.87,84069.0,473412.82,4079.0,5.37,23.16,94.63
1.0,19756494434.7,19.08,1.73,5.5,5.87,74853.0,433052.23,84122.0,5.12,13.67,94.88
1.0,20844284855.0,27.62,1.71,7.4,5.87,70008.0,418596.74,39599.0,6.41,29.15,93.59
0.0,2125058244242.92,53.68,0.31,8.4,4.36,70008.0,418596.74,39599.0,0.75,29.15,99.25
0.0,2276292404600.52,54.39,0.17,8.4,4.14,8217.0,176733.7,39599.0,1.01,29.15,98.99
0.0,2072823157059.76,55.83,0.27,10.7,4.14,8217.0,176733.7,39599.0,0.68,29.15,99.32
0.0,2130491320658.68,58.46,1.16,12.1,4.18,8217.0,176733.7,237735.0,0.54,12.03,99.46
0.0,2151732868243.21,55.64,0.92,12.7,4.08,8217.0,176733.7,237214.0,0.72,12.07,99.28
0.0,1832347450961.51,58.14,-0.1,11.9,4.08,8217.0,176733.7,237483.0,1.1,12.03,98.9
0.0,13191645685.51,27.67,0.47,12.4,6.34,8217.0,176733.7,237483.0,1.1,12.03,98.9
0.0,14439910353.06,37.44,0.44,12.7,6.28,8217.0,176733.7,12380.0,1.1,23.39,98.9
0.0,14800165406.77,33.79,0.41,13.7,6.12,8217.0,176733.7,12409.0,1.1,22.86,98.9
0.0,14274983015.95,37.1,0.38,15.2,6.27,8217.0,176733.7,12842.0,1.1,21.28,98.9
0.0,13897723431.39,40.4,0.36,13.7,6.02,8217.0,176733.7,12055.0,1.1,22.08,98.9
0.0,14186886642.67,42.22,0.34,13.5,5.46,8217.0,176733.7,11806.0,1.1,21.88,98.9
1.0,148047348240.64,31.6,1.41,5.8,5.46,3284.0,17193.28,58957.0,0.35,16.25,99.65
1.0,192626507971.58,50.6,1.43,5.4,5.46,3284.0,17193.28,60252.0,0.74,16.36,99.26
1.0,207998568865.79,53.32,1.41,5.3,5.46,3284.0,17193.28,62285.0,0.58,16.19,99.42
1.0,236634552078.1,63.0,1.44,5.2,5.46,3284.0,17193.28,64124.0,0.61,16.48,99.39
1.0,221415572819.5,66.0,1.48,5.1,5.46,3284.0,17193.28,66578.0,0.51,16.86,99.49
1.0,184388432148.72,72.9,1.46,5.0,2.79,3284.0,17193.28,73827.0,0.13,16.2,99.87
0.0,39999659233.76,7.2,2.73,12.2,5.52,3284.0,17193.28,73827.0,0.13,16.2,99.87
0.0,41953433591.41,8.8,2.71,12.1,5.33,3284.0,17193.28,73827.0,0.13,16.2,99.87
0.0,50412754821.98,10.5,2.69,12.0,5.5,3284.0,17193.28,142345.0,13.79,56.57,86.21
0.0,55097343447.56,13.0,2.67,11.9,5.41,3284.0,17193.28,142345.0,13.79,56.57,86.21
0.0,61445345999.08,16.5,2.64,11.9,5.27,1183945.0,3593132.53,260197.0,13.79,31.35,86.21
0.0,63767539356.61,21.0,2.6,11.9,5.27,1183945.0,3593132.53,266511.0,13.79,30.65,86.21
0.0,23757368290.1,68.42,-2.08,19.5,5.08,1183945.0,3593132.53,9566.0,1.85,11.88,98.15
0.0,28223552824.75,69.75,-1.82,16.2,4.95,446.0,1094.36,9959.0,1.84,11.41,98.16
0.0,28119996053.25,73.12,-1.24,15.0,6.61,446.0,1094.36,10296.0,1.62,11.01,98.38
0.0,30314363218.68,75.23,-1.07,11.9,6.99,446.0,1094.36,10221.0,1.53,11.16,98.47
0.0,31419072947.9,75.83,-0.94,10.8,5.29,446.0,1094.36,10338.0,2.97,11.09,97.03
0.0,27009231911.44,79.2,-0.82,9.9,5.29,446.0,1094.36,10537.0,3.25,11.13,96.75
0.0,38419626628.19,43.68,3.61,6.2,1.63,446.0,1094.36,32649.0,6.64,14.14,93.36
0.0,40075674163.25,52.0,5.63,6.1,1.65,446.0,1094.36,32112.0,6.67,14.23,93.33
0.0,43868565281.72,61.25,6.91,6.2,2.19,446.0,1094.36,31816.0,9.8,14.34,90.2
0.0,46014226807.56,70.5,7.06,6.2,2.57,446.0,1094.36,39149.0,11.11,12.05,88.89
0.0,47833413749.12,73.0,6.02,6.2,2.57,446.0,1094.36,39017.0,16.26,12.33,83.74
0.0,49459296463.28,74.0,4.33,6.2,2.57,446.0,1094.36,39017.0,16.48,12.33,83.52
0.0,2385950663.83,3.86,1.05,28.0,2.57,446.0,1094.36,11508.0,20.97,33.77,79.03
0.0,2788022889.09,7.0,1.15,26.6,2.57,446.0,1094.36,11378.0,19.39,33.88,80.61
0.0,2678494689.4,10.0,1.24,25.3,2.57,446.0,1094.36,11200.0,17.98,34.08,82.02
0.0,2526009072.93,15.0,1.3,24.4,2.57,446.0,1094.36,11324.0,19.94,32.63,80.06
0.0,2614566292.26,22.0,1.33,24.7,2.57,64560.0,188664.24,11167.0,19.27,32.78,80.73
0.0,2505886024.66,25.0,1.34,26.8,2.57,64560.0,188664.24,10930.0,19.27,33.09,80.73
0.0,1292697100.0,2.3,3.52,3.7,2.57,64560.0,188664.24,10930.0,19.27,33.09,80.73
0.0,1545400000.0,2.5,3.04,3.7,2.57,64560.0,188664.24,25137.0,59.08,26.83,40.92
1.0,1735500000.0,2.6,2.7,3.7,2.76,64560.0,188664.24,25137.0,59.08,26.83,40.92
0.0,1946500000.0,3.2,2.47,3.7,2.76,64560.0,188664.24,25137.0,59.08,26.83,40.92
0.0,2013000000.0,5.41,2.41,3.6,2.76,64560.0,188664.24,25812.0,61.87,26.5,38.13
0.0,2034000000.0,5.9,2.45,3.6,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,74773444900.54,14.0,0.78,17.1,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,34699395523.61,14.0,0.39,15.2,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,34699395523.61,14.0,0.08,19.0,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,34699395523.61,16.5,-0.04,18.8,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,34699395523.61,17.76,0.13,18.6,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,34699395523.61,19.02,0.5,18.5,2.76,64560.0,188664.24,22479.0,62.39,30.45,37.61
0.0,37120517693.86,62.12,-2.1,17.8,5.3,64560.0,188664.24,9531.0,0.69,12.85,99.31
0.0,43476878139.26,63.64,-2.26,15.4,5.12,633.0,3188.05,9312.0,1.85,12.41,98.15
0.0,42847900765.81,67.23,-1.34,13.4,4.77,633.0,3188.05,8961.0,1.43,12.43,98.57
0.0,46473646001.57,68.45,-1.01,11.8,4.61,633.0,3188.05,8642.0,0.27,12.62,99.73
0.0,48545251795.56,72.13,-0.86,10.7,4.61,633.0,3188.05,8441.0,0.53,12.81,99.47
0.0,41402022148.21,71.38,-0.94,9.1,4.61,633.0,3188.05,8401.0,0.61,12.86,99.39
1.0,8729936135.74,1.7,2.79,3.8,4.61,633.0,3188.05,105673.0,0.61,40.14,99.39
1.0,9892702357.57,1.9,2.76,2.7,2.79,633.0,3188.05,99551.0,0.61,43.24,99.39
1.0,9919780071.29,2.3,2.73,1.3,2.73,1046177.0,2200968.56,102229.0,0.61,43.07,99.39
1.0,10601690871.76,3.0,2.71,1.3,2.08,1046177.0,2200968.56,112734.0,0.61,39.77,99.39
1.0,10673516672.67,3.7,2.7,1.4,2.08,1046177.0,2200968.56,110528.0,0.61,41.72,99.39
1.0,9744243420.48,4.17,2.69,1.8,2.08,1046177.0,2200968.56,115640.0,0.61,41.19,99.39
0.0,6959697194.02,2.26,3.03,6.5,3.54,863609.0,1803695.52,43110.0,0.61,79.27,99.39
0.0,8003300198.3,3.33,2.99,6.5,4.14,863609.0,1803695.52,46852.0,0.61,76.07,99.39
0.0,6028470988.54,4.35,2.96,6.4,4.14,863609.0,1803695.52,49775.0,0.61,74.09,99.39
0.0,5518901971.4,5.05,2.94,6.4,5.42,863609.0,1803695.52,57148.0,0.61,69.15,99.39
0.0,6054750320.33,5.83,2.92,6.4,4.84,827365.0,1882067.87,56336.0,0.61,72.72,99.39
0.0,6373201160.03,9.3,2.91,6.4,5.61,960158.0,2136773.56,60488.0,0.61,69.51,99.39
0.0,255016609232.87,56.3,1.82,3.4,4.97,89979.0,727965.31,256615.0,3.43,12.6,96.57
1.0,297951960784.31,61.0,1.84,3.1,5.76,89979.0,727965.31,262707.0,3.28,12.32,96.72
1.0,314443149443.15,65.8,1.85,3.0,5.74,89979.0,727965.31,270069.0,2.29,12.0,97.71
0.0,323277158906.98,57.06,1.82,3.1,5.47,89979.0,727965.31,274348.0,1.18,11.83,98.82
0.0,338061963396.38,63.67,1.74,2.9,5.2,89979.0,727965.31,278496.0,1.63,11.41,98.37
1.0,296434003328.64,71.06,1.62,3.1,4.97,89979.0,727965.31,269757.0,1.91,11.52,98.09
0.0,10003670690.35,28.33,0.24,7.7,3.55,89979.0,727965.31,5472.0,3.49,21.46,96.51
0.0,11518393367.24,34.95,0.16,7.9,3.33,3769.0,66335.32,5701.0,3.26,20.36,96.74
0.0,11668685524.13,35.42,0.28,8.7,3.41,3769.0,66335.32,5427.0,6.05,20.94,93.95
0.0,12129642296.44,40.12,0.22,7.6,3.62,3769.0,66335.32,5512.0,3.66,19.79,96.34
0.0,12803445933.59,44.8,0.18,7.7,4.92,3769.0,66335.32,5629.0,3.45,18.73,96.55
0.0,11692287066.38,50.14,0.13,7.9,4.89,3769.0,66335.32,5400.0,3.71,18.82,96.29
0.0,7189481824.07,10.2,1.65,6.5,4.64,9066.0,19840.93,9060.0,2.36,30.24,97.64
0.0,10409797649.31,12.5,1.79,7.7,4.6,9066.0,19840.93,9059.0,1.96,29.32,98.04
0.0,12292770631.2,16.4,1.89,8.2,4.6,9066.0,19840.93,8916.0,2.42,28.78,97.58
0.0,12582122604.19,17.7,1.93,7.9,4.6,9066.0,19840.93,8895.0,4.71,27.59,95.29
0.0,12226514722.09,19.94,1.89,7.9,4.6,9066.0,19840.93,8795.0,4.38,27.21,95.62
0.0,11749620619.6,21.44,1.8,7.4,4.6,9066.0,19840.93,8901.0,2.69,28.22,97.31
0.0,4139192052.98,37.5,0.18,19.7,4.6,9066.0,19840.93,8901.0,2.69,28.22,97.31
0.0,4538198498.75,35.61,0.11,19.7,4.6,673.0,2305.88,8901.0,8.07,28.22,91.93
0.0,4087724527.82,56.84,0.08,19.6,4.6,673.0,2305.88,8901.0,5.76,28.22,94.24
0.0,4464260488.58,60.31,0.1,19.5,4.6,673.0,2305.88,8901.0,5.76,28.22,94.24
0.0,4587928884.17,61.0,0.1,18.0,4.6,673.0,2305.88,8901.0,5.76,28.22,94.24
0.0,4052913385.83,68.12,0.06,17.5,4.6,673.0,2305.88,8901.0,6.31,28.22,93.69
0.0,93216746661.6,52.0,1.3,9.1,4.6,673.0,2305.88,150367.0,5.08,26.24,94.92
0.0,101370474295.11,46.11,1.38,8.9,4.6,1152555.0,6182171.04,151477.0,2.66,26.42,97.34
0.0,98266306615.36,55.42,1.44,9.0,4.6,543522.0,5256966.31,155481.0,2.14,25.84,97.86
0.0,106825649872.11,56.0,1.46,9.2,4.6,543522.0,5256966.31,154754.0,1.12,25.98,98.88
0.0,110081248587.37,56.8,1.45,9.9,4.6,543522.0,5256966.31,157019.0,1.08,25.67,98.92
0.0,101187079462.94,57.08,1.4,9.7,4.6,543522.0,5256966.31,156072.0,1.08,25.88,98.92
0.0,10154238250.18,4.17,2.92,23.5,4.6,543522.0,5256966.31,90236.0,12.95,58.49,87.05
0.0,13131168011.81,4.3,2.92,23.3,4.6,543522.0,5256966.31,94798.0,14.86,55.42,85.14
0.0,14534278446.31,6.0,2.91,22.6,6.08,543522.0,5256966.31,97717.0,14.45,54.84,85.55
0.0,16018848990.67,7.29,2.91,23.3,6.48,543522.0,5256966.31,101372.0,13.23,54.92,86.77
0.0,16961127045.83,9.24,2.9,25.3,6.48,543522.0,5256966.31,104051.0,12.44,54.83,87.56
0.0,14798439527.25,16.93,2.89,25.3,6.48,543522.0,5256966.31,107976.0,10.87,54.66,89.13
0.0,49540813342.48,0.25,0.71,0.8,6.48,543522.0,5256966.31,181666.0,12.25,28.22,87.75
0.0,59977326085.99,0.98,0.79,0.8,6.48,543522.0,5256966.31,181666.0,12.25,28.22,87.75
0.0,59937797559.33,4.0,0.85,0.8,6.48,543522.0,5256966.31,181666.0,12.25,28.22,87.75
0.0,60269734044.53,8.0,0.9,0.8,6.48,543522.0,5256966.31,181666.0,12.25,28.22,87.75
0.0,65446402659.17,11.52,0.92,0.8,6.48,543522.0,5256966.31,187828.0,5.47,27.56,94.53
0.0,59687373958.26,21.73,0.92,0.8,6.48,543522.0,5256966.31,187828.0,5.47,27.56,94.53
0.0,11282192605.04,11.6,1.68,19.5,8.35,543522.0,5256966.31,13652.0,13.23,29.78,86.77
0.0,12409629835.7,12.0,1.93,20.2,8.35,26903.0,89202.02,13652.0,13.23,29.78,86.77
0.0,13016272898.9,12.94,2.16,20.0,8.35,26903.0,89202.02,13652.0,11.41,29.78,88.59
0.0,12717790500.62,13.9,2.3,19.2,8.35,26903.0,89202.02,13652.0,9.34,29.78,90.66
0.0,12786078003.63,14.84,2.32,18.4,8.35,26903.0,89202.02,13652.0,9.34,29.78,90.66
0.0,11571141027.05,25.69,2.28,19.6,8.35,26903.0,89202.02,13652.0,9.34,29.78,90.66
0.0,16002656434.47,7.93,1.05,2.5,3.63,26903.0,89202.02,153536.0,9.34,31.92,90.66
0.0,18913574370.76,9.0,1.12,3.2,3.85,823462.0,5030710.05,167216.0,1.36,29.61,98.64
0.0,18851513891.07,11.15,1.17,2.4,3.75,823462.0,5030710.05,173714.0,0.42,27.53,99.58
0.0,19271168018.48,13.3,1.21,3.3,3.47,823462.0,5030710.05,178534.0,0.42,25.63,99.58
0.0,20002968837.95,15.44,1.2,3.0,3.98,823462.0,5030710.05,183922.0,5.34,23.93,94.66
0.0,21410840908.52,17.58,1.17,3.2,3.71,823462.0,5030710.05,187684.0,2.87,23.1,97.13
0.0,836389937229.2,90.72,0.51,4.4,5.55,823462.0,5030710.05,187684.0,0.12,23.1,99.88
0.0,893757287201.69,91.42,0.47,5.0,5.53,823462.0,5030710.05,111752.0,0.09,11.56,99.91
0.0,828946812396.79,92.86,0.37,5.8,5.48,823462.0,5030710.05,111039.0,0.15,11.5,99.85
0.0,866680000367.26,93.96,0.29,7.2,5.59,823462.0,5030710.05,107656.0,0.15,11.66,99.85
0.0,879635084124.99,91.67,0.36,7.4,5.53,823462.0,5030710.05,104815.47,0.15,11.67,99.85
0.0,757999453314.27,91.72,0.44,6.9,5.53,823462.0,5030710.05,103930.12,1.36,11.62,98.64
0.0,146580949348.89,80.46,1.11,6.1,7.01,823462.0,5030710.05,24053.0,0.53,14.49,99.47
0.0,168461998741.3,81.23,0.76,6.0,6.95,823462.0,5030710.05,23872.0,0.95,14.55,99.05
0.0,176192886551.4,81.64,0.55,6.4,7.16,823462.0,5030710.05,23829.0,1.58,14.59,98.42
0.0,190521142196.38,82.78,0.77,5.8,6.69,823462.0,5030710.05,23829.0,1.65,14.59,98.35
0.0,200696291789.95,85.5,1.51,5.4,6.34,823462.0,5030710.05,25071.83,1.51,14.37,98.49
0.0,175562976175.28,88.22,1.89,5.4,6.37,823462.0,5030710.05,25071.83,0.85,14.37,99.15
0.0,8758622328.67,10.0,1.25,8.0,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
0.0,9774316692.16,10.6,1.21,7.4,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
0.0,10532001129.67,13.5,1.19,6.7,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
0.0,10982972256.38,15.5,1.16,5.3,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
0.0,11880438824.45,17.6,1.14,5.9,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
0.0,12747741539.73,19.7,1.12,5.8,4.49,823462.0,5030710.05,30571.0,1.59,30.22,98.41
1.0,5718589799.24,0.83,3.79,2.4,3.74,823462.0,5030710.05,44710.0,44.25,38.61,55.75
0.0,6409169889.51,1.3,3.82,2.4,4.21,823462.0,5030710.05,48976.0,39.44,39.0,60.56
0.0,6942209594.55,1.41,3.83,2.5,4.33,2332170.0,4493518.04,52913.0,37.94,38.76,62.06
0.0,7667951987.69,1.7,3.84,2.4,4.92,2332170.0,4493518.04,59653.0,38.22,36.31,61.78
1.0,8229730066.64,1.95,3.84,2.5,6.71,2332170.0,4493518.04,63688.0,38.24,35.75,61.76
0.0,7217666360.7,2.48,3.84,2.4,6.71,2332170.0,4493518.04,66750.0,36.72,36.63,63.28
0.0,369062464570.39,11.5,2.67,7.3,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,411743801711.64,13.8,2.67,7.3,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,460953836444.36,16.1,2.68,7.6,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,514966287206.5,19.1,2.67,7.1,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,568498937588.04,21.0,2.66,4.8,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,481066152889.09,24.5,2.64,4.3,6.71,2332170.0,4493518.04,574078.0,34.33,37.55,65.67
0.0,58641621846.55,35.83,5.35,18.4,6.71,13872.0,205729.06,574078.0,34.33,37.55,65.67
0.0,67937307412.22,48.0,6.24,18.2,6.71,13872.0,205729.06,574078.0,3.0,37.55,97.0
0.0,76689583355.01,60.0,6.79,18.0,6.71,13872.0,205729.06,574078.0,2.26,37.55,97.74
0.0,78938585175.55,66.45,6.88,17.3,4.96,13872.0,205729.06,574078.0,1.91,37.55,98.09
0.0,81034395058.52,70.22,6.5,16.7,4.96,6934.0,199848.76,574078.0,2.12,37.55,97.88
0.0,69831770871.26,66.13,5.86,16.1,4.96,6100.0,160497.14,574078.0,1.96,37.55,98.04
1.0,177406854514.88,8.0,2.08,5.6,2.29,10321523.0,33351591.32,463674.0,25.32,40.45,74.68
1.0,213587413184.0,9.0,2.1,6.0,2.22,10579691.0,34762465.68,453164.0,28.26,39.83,71.74
1.0,224383620829.57,9.96,2.12,6.0,2.13,10046848.0,34607113.43,438161.0,28.7,41.35,71.3
1.0,231218567178.98,10.9,2.11,6.2,2.5,10508451.0,36597612.07,426575.0,29.94,42.55,70.06
1.0,244360888750.81,12.0,2.09,5.6,2.46,10144725.0,36904584.51,417675.0,27.02,46.52,72.98
1.0,270556126820.06,14.0,2.05,5.9,2.65,10144725.0,36904584.51,428281.0,26.15,46.34,73.85
1.0,14250726289.85,1.28,2.29,2.5,2.65,10144725.0,36904584.51,428281.0,26.15,46.34,73.85
1.0,17984816533.11,2.0,2.24,2.6,2.65,10144725.0,36904584.51,428281.0,26.15,46.34,73.85
1.0,21295834133.23,3.5,2.2,2.6,2.65,10144725.0,36904584.51,31586.0,12.84,45.17,87.16
1.0,21261305413.23,5.1,2.16,2.6,2.65,10144725.0,36904584.51,31586.0,12.84,45.17,87.16
1.0,23003575201.11,6.5,2.12,2.6,2.65,10144725.0,36904584.51,31586.0,12.84,45.17,87.16
1.0,21060901603.81,7.9,2.09,2.6,2.65,10144725.0,36904584.51,31586.0,12.84,45.17,87.16
0.0,20030528042.92,19.8,1.33,5.7,3.77,17861.0,145722.34,31586.0,10.34,45.17,89.66
0.0,25099681460.89,24.76,1.34,5.5,4.98,17861.0,145722.34,31586.0,10.31,45.17,89.69
0.0,24595319573.75,29.34,1.35,4.8,4.96,17861.0,145722.34,34694.0,10.8,24.16,89.2
0.0,28965906502.23,36.9,1.35,5.0,4.96,17861.0,145722.34,34694.0,10.8,24.16,89.2
0.0,30881166852.31,43.0,1.33,6.0,4.96,17397.0,138218.16,34694.0,10.8,24.16,89.2
0.0,27282581335.8,48.44,1.31,5.3,4.96,22386.0,114694.82,34694.0,10.8,24.16,89.2
0.0,147528937028.78,34.77,1.28,4.0,2.87,22386.0,114694.82,191177.0,1.12,19.68,98.88
0.0,171761737046.58,36.01,1.31,3.9,2.66,22386.0,114694.82,187654.0,1.42,19.56,98.58
0.0,192648999090.08,38.2,1.33,3.6,2.92,73234.0,804629.24,181292.0,6.94,19.19,93.06
1.0,201217661645.51,39.2,1.34,4.0,3.29,73234.0,804629.24,196036.0,4.22,18.08,95.78
0.0,201049665375.13,40.2,1.32,6.0,3.69,57264.0,849496.24,197928.0,4.69,17.66,95.31
0.0,189212096470.29,40.9,1.29,6.4,3.98,55227.0,795239.9,195444.0,2.11,17.98,97.89
1.0,199590775190.26,25.0,1.62,7.4,3.98,55227.0,795239.9,195444.0,2.11,17.98,97.89
1.0,224143083706.78,29.0,1.64,7.0,3.98,55227.0,795239.9,195444.0,2.11,17.98,97.89
1.0,250092093547.53,36.24,1.65,7.0,3.98,55227.0,795239.9,195444.0,2.11,17.98,97.89
1.0,271836123723.68,48.1,1.65,7.1,3.98,363682.0,1576812.49,461244.0,3.25,31.35,96.75
1.0,284584522898.87,49.6,1.63,6.6,3.98,363682.0,1576812.49,461244.0,3.25,31.35,96.75
1.0,292774099013.69,53.7,1.6,6.3,3.98,363682.0,1576812.49,461244.0,3.25,31.35,96.75
0.0,167998080493.41,39.93,-0.59,7.0,3.46,363682.0,1576812.49,52272.0,6.44,16.11,93.56
0.0,185362855081.02,40.01,-0.49,7.2,3.03,24414.0,107878.84,47560.0,7.3,17.37,92.7
0.0,171664638717.49,45.88,-0.45,6.8,2.95,24414.0,107878.84,45959.0,8.53,17.56,91.47
0.0,191549024910.6,49.76,-0.37,7.1,2.95,24414.0,107878.84,50626.0,8.53,17.56,91.47
0.0,199493490982.92,54.08,-0.37,6.8,3.13,24414.0,107878.84,50857.0,8.53,17.56,91.47
0.0,177911101680.11,55.76,-0.47,6.8,3.13,24414.0,107878.84,50098.0,9.86,18.91,90.14
0.0,5774003744.27,8.0,2.66,2.6,4.95,492839.0,1311874.47,35583.0,1.49,64.62,98.51
0.0,6491683831.51,7.0,2.59,2.9,4.72,492839.0,1311874.47,40299.0,1.49,58.09,98.51
0.0,7315702176.36,8.02,2.56,3.4,4.75,383524.0,1364703.07,40397.0,1.49,59.28,98.51
0.0,7622526429.09,9.0,2.53,3.4,5.02,383524.0,1364703.07,40159.0,3.88,59.82,96.12
0.0,8016288347.04,10.6,2.5,3.4,5.02,383524.0,1364703.07,41193.0,3.33,58.25,96.67
0.0,8261034257.63,18.0,2.47,3.4,3.8,383524.0,1364703.07,42005.0,4.9,58.34,95.1
0.0,12948906288.56,8.0,2.87,9.2,6.5,383524.0,1364703.07,50369.0,29.78,33.65,70.22
0.0,14390776643.96,9.8,2.93,10.4,6.08,910641.0,2269128.02,52394.0,29.5,32.94,70.5
0.0,14225310518.79,10.8,2.98,10.4,5.94,910641.0,2269128.02,56284.0,26.79,31.68,73.21
0.0,14851057084.78,13.1,3.0,10.4,7.27,1246260.0,2957458.39,57232.0,27.96,32.25,72.04
0.0,15304363138.18,17.7,2.97,10.4,7.4,1246260.0,2957458.39,59780.0,27.16,31.59,72.84
0.0,13640668374.17,21.69,2.92,10.4,7.4,1246260.0,2957458.39,61620.0,27.01,32.09,72.99
1.0,39460357730.52,40.9,-0.4,19.2,4.58,1246260.0,2957458.39,17314.0,5.46,16.35,94.54
0.0,46466728666.61,42.2,-0.79,23.0,4.49,8184.0,36039.83,18648.0,2.88,15.48,97.12
0.0,40742313861.14,48.1,-0.49,23.9,4.43,8184.0,36039.83,18511.0,3.84,15.63,96.16
0.0,45519650911.41,53.45,-0.49,22.1,4.43,8184.0,36039.83,19014.0,3.66,15.16,96.34
0.0,44210806365.68,62.08,-0.47,18.9,4.18,8184.0,36039.83,18126.0,1.41,15.71,98.59
1.0,37160332465.16,65.32,-0.49,17.7,4.18,8184.0,36039.83,18318.0,0.79,15.24,99.21
0.0,2616610911.07,0.58,2.33,3.0,2.55,8184.0,36039.83,18318.0,0.79,15.24,99.21
0.0,2942546781.05,0.9,2.34,3.3,2.67,8184.0,36039.83,38125.0,0.79,31.33,99.21
1.0,3801862611.36,2.5,2.31,3.1,2.87,8184.0,36039.83,37957.0,0.68,32.99,99.32
0.0,4920343194.99,4.0,2.28,2.9,2.38,521454.0,1607369.73,37317.0,0.68,34.83,99.32
0.0,5015180976.63,6.06,2.24,2.8,2.66,521454.0,1607369.73,37317.0,0.68,34.83,99.32
0.0,4251869869.51,6.34,2.21,2.5,2.66,521454.0,1607369.73,73970.0,0.62,18.39,99.38
0.0,236421782178.22,71.0,1.77,3.1,3.11,1705.0,59429.51,73970.0,0.62,18.39,99.38
0.0,275599459373.51,71.0,2.08,2.9,3.08,790.0,40256.34,73970.0,0.62,18.39,99.38
0.0,289162118908.54,72.0,2.45,2.8,3.12,749.0,79596.89,73970.0,0.62,18.39,99.38
0.0,302510668904.34,80.9,1.62,2.8,2.92,735.0,76734.33,73970.0,0.62,18.39,99.38
0.0,308142766948.15,79.03,1.3,2.8,2.92,730.0,73620.67,73970.0,0.62,18.39,99.38
0.0,296840704102.41,79.01,1.19,1.7,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,296840704102.41,79.01,2.91,6.1,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,296840704102.41,1.25,2.87,6.1,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,296840704102.41,1.38,2.85,6.2,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,5352000000.0,1.5,2.85,6.2,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,5647000000.0,1.63,2.86,6.2,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,5925000000.0,1.76,2.88,6.2,2.92,1583.0,41160.98,73970.0,0.62,18.39,99.38
0.0,375298134440.47,24.0,1.43,24.7,5.72,143846.0,1567100.5,214880.0,0.62,32.69,99.38
0.0,416878162440.89,33.97,1.46,24.6,5.96,129011.0,1517752.53,213440.0,0.62,32.6,99.38
0.0,396332598448.22,41.0,1.49,24.7,6.38,119822.0,1363169.02,212657.0,0.62,32.94,99.38
0.0,366810014300.22,46.5,1.52,24.6,6.02,119822.0,1363169.02,220544.0,0.62,32.03,99.38
0.0,351119102947.14,49.0,1.55,24.9,6.03,119352.0,1280564.53,214170.0,0.62,33.6,99.38
0.0,317610719411.48,51.92,1.59,25.2,6.03,111600.0,1245100.51,214170.0,0.62,33.6,99.38
1.0,15728045817.42,51.92,4.32,25.2,6.03,111600.0,1245100.51,214170.0,0.62,33.6,99.38
0.0,18831595688.28,51.92,4.33,25.2,0.81,111600.0,1245100.51,29073.0,59.35,49.9,40.65
